Cod_Venta,Numero_Documento,Tipo_Documento,Correlativo,Codigo_Unidad,Codigo_Empresa,Codigo_Tipo_Documento,Codigo_Unidad_Venta,CodigoVendedor,Codigo_Cliente,Codigo_Tipo_Facturacion,Codigo_Almacen,Codigo_Ubigeo,Codigo_Condicion_Pago,Codigo_Tienda,Numero_Signo,Fecha_Documento,Venta_MonNacional,Venta_MonExtranjera
3555,0304-0000010309,BOL,1,1,1,AJP,1,4102,11017,VSE,2102,369,1101,2105,1,00:00.0,169.966,52.2972
3556,0304-0000010310,BOL,1,1,1,AJP,1,4113,11013,VSE,2102,369,1101,2105,1,00:00.0,146.2,44.9846
3557,0304-0000010311,BOL,1,1,1,AJP,1,4105,11020,VSE,2102,369,1101,2105,1,00:00.0,6.8,2.0923
3558,0304-0000010312,BOL,1,1,1,AJP,1,4114,11067,VSE,2102,369,1101,2105,1,00:00.0,10.2,3.1385
3559,0304-0000010313,BOL,1,1,1,AJP,1,4112,11027,VSE,2102,369,1101,2105,1,00:00.0,119,36.6154
3560,0304-0000010314,BOL,1,1,1,AJP,1,4110,11010,VSE,2102,369,1101,2105,1,00:00.0,86.7,26.6769
3561,0304-0000010315,BOL,1,1,1,AJP,1,4101,11012,VSE,2102,369,1101,2105,1,00:00.0,136,41.8462
3562,0304-0000010316,BOL,1,1,1,AJP,1,4104,11018,VSE,2102,369,1101,2105,1,00:00.0,83.3,25.6308
3563,0304-0000010317,BOL,1,1,1,AJP,1,4117,11033,VSE,2102,369,1101,2105,1,00:00.0,120.36,37.0338
3564,0304-0000010318,BOL,1,1,1,AJP,1,4116,11047,VSE,2102,369,1101,2105,1,00:00.0,185.3,57.0154
3565,0304-0000010319,BOL,1,1,1,AJP,1,4119,11035,VSE,2102,369,1101,2105,1,00:00.0,8.84,2.72
3566,0304-0000010320,BOL,1,1,1,AJP,1,4109,11045,VSE,2102,369,1101,2105,1,00:00.0,4.42,1.36
3567,0304-0000010321,BOL,1,1,1,AJP,1,4107,11057,VSE,2102,369,1101,2105,1,00:00.0,8.84,2.72
3568,0304-0000010322,BOL,1,1,1,AJP,1,4118,11058,VSE,2102,369,1101,2105,1,00:00.0,20.4,6.2769
3569,0304-0000010323,BOL,1,1,1,AJP,1,4115,11059,VSE,2102,369,1101,2105,1,00:00.0,10.2,3.1385
3570,0304-0000010324,BOL,1,1,1,AJP,1,4176,11040,VSE,1100,1399,1101,1101,1,00:00.0,237.966,73.2203
3571,0304-0000010325,BOL,1,1,1,AJP,1,4178,11053,VSE,1100,1399,1101,1101,1,00:00.0,102.85,31.6462
3572,0304-0000010326,BOL,1,1,1,AJP,1,4102,11061,VSE,2102,369,1101,2105,1,00:00.0,1.7,0.5231
3573,0304-0000010327,BOL,1,1,1,AJP,1,4113,11063,VSE,2102,369,1101,2105,1,00:00.0,10.2,3.1385
3574,0304-0000010328,BOL,1,1,1,AJP,1,4105,11065,VSE,2102,369,1101,2105,1,00:00.0,146.2,44.9846
3575,0304-0000010329,BOL,1,1,1,AJP,1,4114,11069,VSE,2102,369,1101,2105,1,00:00.0,169.966,52.2972
3576,0304-0000010330,BOL,1,1,1,AJP,1,4112,11073,VSE,2102,369,1101,2105,1,00:00.0,169.966,52.2972
3577,0304-0000010331,BOL,1,1,1,AJP,1,4110,11056,VSE,2102,369,1101,2105,1,00:00.0,169.966,52.2972
3578,0304-0000010332,BOL,1,1,1,AJP,1,4101,11038,VSE,2102,369,1101,2105,1,00:00.0,146.2,44.9846
3579,0304-0000010333,BOL,1,1,1,AJP,1,4104,11052,VSE,2102,369,1101,2105,1,00:00.0,3.4,1.0462
3580,0304-0000010334,BOL,1,1,1,AJP,1,4117,11028,VSE,2102,369,1101,2105,1,00:00.0,3.4,1.0462
3581,0304-0000010335,BOL,1,1,1,AJP,1,4116,11062,VSE,2102,369,1101,2105,1,00:00.0,119,36.6154
3582,0304-0000010336,BOL,1,1,1,AJP,1,4119,11068,VSE,2102,369,1101,2105,1,00:00.0,173.4,53.3538
3583,0304-0000010337,BOL,1,1,1,AJP,1,4109,11029,VSE,2102,369,1101,2105,1,00:00.0,136,41.8462
3584,0304-0000010338,BOL,1,1,1,AJP,1,4107,11060,VSE,2102,369,1101,2105,1,00:00.0,166.6,51.2615
3585,0304-0000010339,BOL,1,1,1,AJP,1,4118,11049,VSE,2102,369,1101,2105,1,00:00.0,120.36,37.0338
3586,0304-0000010340,BOL,1,1,1,AJP,1,4115,11040,VSE,2102,369,1101,2105,1,00:00.0,185.3,57.0154
3587,0304-0000010341,BOL,1,1,1,AJP,1,4102,11016,VSE,2102,369,1101,2105,1,00:00.0,4.42,1.36
3588,0304-0000010342,BOL,1,1,1,AJP,1,4113,11002,VSE,2102,369,1101,2105,1,00:00.0,13.26,4.08
3589,0304-0000010343,BOL,1,1,1,AJP,1,4105,11001,VSE,2102,369,1101,2105,1,00:00.0,17.68,5.44
3590,0304-0000010344,BOL,1,1,1,AJP,1,4114,11022,VSE,2102,369,1101,2105,1,00:00.0,10.2,3.1385
3591,0304-0000010345,BOL,1,1,1,AJP,1,4112,11024,VSE,2102,369,1101,2105,1,00:00.0,20.4,6.2769
3592,0304-0000010346,BOL,1,1,1,AJP,1,4110,11026,VSE,2102,369,1101,2105,1,00:00.0,68,20.9231
3593,0304-0000010347,BOL,1,1,1,AJP,1,4101,11037,VSE,2102,369,1101,2105,1,00:00.0,170,52.3077
3594,0304-0000010348,BOL,1,1,1,AJP,1,4104,11064,VSE,2102,369,1101,2105,1,00:00.0,156.366,48.1126
3595,0304-0000010349,BOL,1,1,1,AJP,1,4166,11006,VSE,1100,1399,1101,1101,1,00:00.0,1343,413.2308
3596,0304-0000010350,BOL,1,1,1,AJP,1,4171,11044,VSE,1100,1399,1101,1101,1,00:00.0,642.26,197.6185
3597,0304-0000010351,BOL,1,1,1,AJP,1,4170,11056,VSE,1100,1399,1101,1101,1,00:00.0,642.26,197.6185
3598,0304-0000010352,BOL,1,1,1,AJP,1,4162,11063,VSE,1100,1399,1101,1101,1,00:00.0,151.13,46.5015
3599,0304-0000010353,BOL,1,1,1,AJP,1,4117,11004,VSE,2102,369,1101,2105,1,00:00.0,55.2,16.9846
3600,0304-0000010354,BOL,1,1,1,AJP,1,4116,11006,VSE,2102,369,1101,2105,1,00:00.0,1980,609.2308
3601,0304-0000010355,BOL,1,1,1,AJP,1,4119,11008,VSE,2102,369,1101,2105,1,00:00.0,883.966,271.9895
3602,0304-0000010356,BOL,1,1,1,AJP,1,4109,11011,VSE,2102,369,1101,2105,1,00:00.0,186.966,57.528
3603,0304-0000010357,BOL,1,1,1,AJP,1,4173,11073,VSE,1100,1399,1101,1101,1,00:00.0,87.04,26.7815
3604,0304-0000010358,BOL,1,1,1,AJP,1,4172,11050,VSE,1100,1399,1101,1101,1,00:00.0,62.9,19.3538
3605,0304-0000010359,BOL,1,1,1,AJP,1,4164,11007,VSE,1100,1399,1101,1101,1,00:00.0,135.966,41.8357
3606,0304-0000010360,BOL,1,1,1,AJP,1,4169,11027,VSE,1100,1399,1101,1101,1,00:00.0,168.3,51.7846
3607,0304-0000010361,BOL,1,1,1,AJP,1,4174,11043,VSE,1100,1399,1101,1101,1,00:00.0,169.966,52.2972
3608,0304-0000010362,BOL,1,1,1,AJP,1,4161,11048,VSE,1100,1399,1101,1101,1,00:00.0,108.766,33.4665
3609,0304-0000010363,BOL,1,1,1,AJP,1,4107,11030,VSE,2102,369,1101,2105,1,00:00.0,103.7,31.9077
3610,0304-0000010364,BOL,1,1,1,AJP,1,4166,11059,VSE,1100,1399,1101,1101,1,00:00.0,45.6,14.0308
3611,0304-0000010365,BOL,1,1,1,AJP,1,4171,11035,VSE,1100,1399,1101,1101,1,00:00.0,24.5,7.5385
3612,0304-0000010366,BOL,1,1,1,AJP,1,4170,11025,VSE,1100,1399,1101,1101,1,00:00.0,100,30.7692
3613,0304-0000010367,BOL,1,1,1,AJP,1,4162,11018,VSE,1100,1399,1101,1101,1,00:00.0,79.99,24.6123
3614,0304-0000010368,BOL,1,1,1,AJP,1,4179,11015,VSE,1100,1399,1101,1101,1,00:00.0,69.99,21.5354
3615,0304-0000010369,BOL,1,1,1,AJP,1,4118,11023,VSE,2102,369,1101,2105,1,00:00.0,56.2,17.2923
3616,0304-0000010370,BOL,1,1,1,AJP,1,4115,11043,VSE,2102,369,1101,2105,1,00:00.0,38,11.6923
3617,0304-0000010371,BOL,1,1,1,AJP,1,4102,11054,VSE,2102,369,1101,2105,1,00:00.0,2059,633.5385
3618,0304-0000010402,BOL,1,1,1,AJP,1,4172,20026,VSE,1100,1399,1100,1101,1,00:00.0,8500,2615.3846
3619,0304-0000010403,BOL,1,1,1,AJP,1,4102,20012,VSE,2102,369,1100,2105,1,00:00.0,476,146.4615
3620,0304-0000010404,BOL,1,1,1,AJP,1,4113,20011,VSE,2102,369,1100,2105,1,00:00.0,801.856,246.7249
3621,0304-0000010406,BOL,1,1,1,AJP,1,4105,20010,VSE,2102,369,1100,2105,1,00:00.0,546.856,168.2634
3622,0304-0000010407,BOL,1,1,1,AJP,1,4114,20007,VSE,2102,369,1100,2105,1,00:00.0,45.6,14.0308
3623,0304-0000010409,BOL,1,1,1,AJP,1,4110,20015,VSE,2102,369,1100,2105,1,00:00.0,79.45,24.4462
3624,0304-0000010410,BOL,1,1,1,AJP,1,4101,20019,VSE,2102,369,1100,2105,1,00:00.0,339.966,104.6049
3625,0304-0000010411,BOL,1,1,1,AJP,1,4104,20028,VSE,2102,369,1100,2105,1,00:00.0,101.966,31.3742
3626,0304-0000010412,BOL,1,1,1,AJP,1,4117,20025,VSE,2102,369,1100,2105,1,00:00.0,440.3,135.4769
3627,0304-0000010413,BOL,1,1,1,AJP,1,4116,20021,VSE,2102,369,1100,2105,1,00:00.0,52.7,16.2154
3628,0304-0000010414,BOL,1,1,1,AJP,1,4119,20039,VSE,2102,369,1100,2105,1,00:00.0,6.8,2.0923
3629,0304-0000010415,BOL,1,1,1,AJP,1,4109,20038,VSE,2102,369,1100,2105,1,00:00.0,125.6,38.6462
3630,0304-0000010416,BOL,1,1,1,AJP,1,4107,20037,VSE,2102,369,1100,2105,1,00:00.0,523.43,161.0554
3631,0304-0000010417,BOL,1,1,1,AJP,1,4118,20031,VSE,2102,369,1100,2105,1,00:00.0,197.166,60.6665
3632,0304-0000010418,BOL,1,1,1,AJP,1,4115,20033,VSE,2102,369,1100,2105,1,00:00.0,169.558,52.1717
3633,0304-0000010419,BOL,1,1,1,AJP,1,4102,20046,VSE,2102,369,1100,2105,1,00:00.0,323,99.3846
3634,0304-0000010420,BOL,1,1,1,AJP,1,4113,20041,VSE,2102,369,1100,2105,1,00:00.0,32.6,10.0308
3635,0304-0000010421,BOL,1,1,1,AJP,1,4105,20050,VSE,2102,369,1100,2105,1,00:00.0,125.6,38.6462
3636,0304-0000010422,BOL,1,1,1,AJP,1,4114,20049,VSE,2102,369,1100,2105,1,00:00.0,69.99,21.5354
3637,0304-0000010423,BOL,1,1,1,AJP,1,4112,20059,VSE,2102,369,1100,2105,1,00:00.0,62.31,19.1723
3638,0304-0000010424,BOL,1,1,1,AJP,1,4110,20060,VSE,2102,369,1100,2105,1,00:00.0,5779.966,1778.4511
3639,0304-0000010425,BOL,1,1,1,AJP,1,4101,20064,VSE,2102,369,1100,2105,1,00:00.0,28.9,8.8923
3640,0304-0000010426,BOL,1,1,1,AJP,1,4104,20066,VSE,2102,369,1100,2105,1,00:00.0,12.6,3.8769
3641,0304-0000010427,BOL,1,1,1,AJP,1,4117,20069,VSE,2102,369,1100,2105,1,00:00.0,16.9,5.2
3642,0304-0000010428,BOL,1,1,1,AJP,1,4116,20072,VSE,2102,369,1100,2105,1,00:00.0,153,47.0769
3643,0304-0000010429,BOL,1,1,1,AJP,1,4119,20073,VSE,2102,369,1100,2105,1,00:00.0,1258,387.0769
3644,0304-0000010430,BOL,1,1,1,AJP,1,4109,20042,VSE,2102,369,1100,2105,1,00:00.0,1020,313.8462
3645,0304-0000010431,BOL,1,1,1,AJP,1,4107,20040,VSE,2102,369,1100,2105,1,00:00.0,1189.966,366.1434
3646,0304-0000010432,BOL,1,1,1,AJP,1,4118,20044,VSE,2102,369,1100,2105,1,00:00.0,408,125.5385
3647,0304-0000010433,BOL,1,1,1,AJP,1,4115,20032,VSE,2102,369,1100,2105,1,00:00.0,452.404,139.2012
3648,0304-0000010434,BOL,1,1,1,AJP,1,4102,20020,VSE,2102,369,1100,2105,1,00:00.0,839,258.1538
3649,0304-0000010435,BOL,1,1,1,AJP,1,4113,20022,VSE,2102,369,1100,2105,1,00:00.0,99.9,30.7385
3650,0304-0000010436,BOL,1,1,1,AJP,1,4105,20016,VSE,2102,369,1100,2105,1,00:00.0,96.35,29.6462
3651,0304-0000010437,BOL,1,1,1,AJP,1,4114,20052,VSE,2102,369,1100,2105,1,00:00.0,357.952,110.1391
3652,0304-0000010438,BOL,1,1,1,AJP,1,4112,20009,VSE,2102,369,1100,2105,1,00:00.0,454.24,139.7662
3653,0304-0000010439,BOL,1,1,1,AJP,1,4110,20024,VSE,2102,369,1100,2105,1,00:00.0,2059,633.5385
3654,0304-0000010440,BOL,1,1,1,AJP,1,4101,20030,VSE,2102,369,1100,2105,1,00:00.0,49.99,15.3815
3655,0304-0000010441,BOL,1,1,1,AJP,1,4104,20027,VSE,2102,369,1100,2105,1,00:00.0,35,10.7692
3656,0304-0000010442,BOL,1,1,1,AJP,1,4117,20043,VSE,2102,369,1100,2105,1,00:00.0,50,15.3846
3657,0304-0000010443,BOL,1,1,1,AJP,1,4116,20057,VSE,2102,369,1100,2105,1,00:00.0,105.3,32.4
3658,0304-0000010444,BOL,1,1,1,AJP,1,4119,20068,VSE,2102,369,1100,2105,1,00:00.0,99.95,30.7538
3659,0304-0000010445,BOL,1,1,1,AJP,1,4109,20071,VSE,2102,369,1100,2105,1,00:00.0,75.95,23.3692
3660,0304-0000010446,BOL,1,1,1,AJP,1,4107,20035,VSE,2102,369,1100,2105,1,00:00.0,55.2,16.9846
3661,0304-0000010447,BOL,1,1,1,AJP,1,4118,20054,VSE,2102,369,1100,2105,1,00:00.0,79.99,24.6123
3662,0304-0000010449,BOL,1,1,1,AJP,1,4102,20047,VSE,2102,369,1100,2105,1,00:00.0,299.2,92.0615
3663,0304-0000010450,BOL,1,1,1,AJP,1,4113,20017,VSE,2102,369,1100,2105,1,00:00.0,117.3,36.0923
3664,0304-0000010451,BOL,1,1,1,AJP,1,4105,20008,VSE,2102,369,1100,2105,1,00:00.0,144.5,44.4615
3665,0304-0000010452,BOL,1,1,1,AJP,1,4114,20004,VSE,2102,369,1100,2105,1,00:00.0,144.5,44.4615
3666,0304-0000010453,BOL,1,1,1,AJP,1,4112,20003,VSE,2102,369,1100,2105,1,00:00.0,98.566,30.328
3667,0304-0000010454,BOL,1,1,1,AJP,1,4110,20070,VSE,2102,369,1100,2105,1,00:00.0,139.4,42.8923
3668,0304-0000010455,BOL,1,1,1,AJP,1,4101,20029,VSE,2102,369,1100,2105,1,00:00.0,110.5,34
3669,0304-0000010456,BOL,1,1,1,AJP,1,4104,20018,VSE,2102,369,1100,2105,1,00:00.0,236.3,72.7077
3670,0304-0000010457,BOL,1,1,1,AJP,1,4117,20005,VSE,2102,369,1100,2105,1,00:00.0,74.766,23.0049
3671,0304-0000010458,BOL,1,1,1,AJP,1,4116,20053,VSE,2102,369,1100,2105,1,00:00.0,68,20.9231
3672,0304-0000010459,BOL,1,1,1,AJP,1,4119,20051,VSE,2102,369,1100,2105,1,00:00.0,108.766,33.4665
3673,0304-0000010460,BOL,1,1,1,AJP,1,4109,20048,VSE,2102,369,1100,2105,1,00:00.0,102,31.3846
3674,0304-0000010461,BOL,1,1,1,AJP,1,4107,20014,VSE,2102,369,1100,2105,1,00:00.0,67.83,20.8708
3675,0304-0000010462,BOL,1,1,1,AJP,1,4118,20045,VSE,2102,369,1100,2105,1,00:00.0,10.2,3.1385
3676,0304-0000010463,BOL,1,1,1,AJP,1,4115,20062,VSE,2102,369,1100,2105,1,00:00.0,575.178,176.9778
3677,0304-0000010464,BOL,1,1,1,AJP,1,4102,20026,VSE,2102,369,1100,2105,1,00:00.0,506.6,155.8769
3678,0304-0000010465,BOL,1,1,1,AJP,1,4113,20023,VSE,2102,369,1100,2105,1,00:00.0,459,141.2308
3679,0304-0000010466,BOL,1,1,1,AJP,1,4105,20034,VSE,2102,369,1100,2105,1,00:00.0,4080,1255.3846
3680,0304-0000010467,BOL,1,1,1,AJP,1,4114,20036,VSE,2102,369,1100,2105,1,00:00.0,6459.966,1987.6818
3681,0304-0000010468,BOL,1,1,1,AJP,1,4112,20004,VSE,2102,369,1100,2105,1,00:00.0,1035.98,318.7631
3682,0304-0000010469,BOL,1,1,1,AJP,1,4110,20003,VSE,2102,369,1100,2105,1,00:00.0,744.532,229.0868
3683,0304-0000010470,BOL,1,1,1,AJP,1,4101,20002,VSE,2102,369,1100,2105,1,00:00.0,783.7,241.1385
3684,0304-0000010471,BOL,1,1,1,AJP,1,4104,20001,VSE,2102,369,1100,2105,1,00:00.0,703.766,216.5434
3685,0304-0000010472,BOL,1,1,1,AJP,1,4117,20013,VSE,2102,369,1100,2105,1,00:00.0,1191.7,366.6769
3686,0304-0000010473,BOL,1,1,1,AJP,1,4116,20008,VSE,2102,369,1100,2105,1,00:00.0,263.5,81.0769
3687,0304-0000010474,BOL,1,1,1,AJP,1,4119,20061,VSE,2102,369,1100,2105,1,00:00.0,376.856,115.9557
3688,0304-0000010475,BOL,1,1,1,AJP,1,4109,20056,VSE,2102,369,1100,2105,1,00:00.0,336.566,103.5588
3689,0304-0000010476,BOL,1,1,1,AJP,1,4107,20055,VSE,2102,369,1100,2105,1,00:00.0,490.11,150.8031
3690,0304-0000010477,BOL,1,1,1,AJP,1,4118,20063,VSE,2102,369,1100,2105,1,00:00.0,3740,1150.7692
3691,0304-0000010478,BOL,1,1,1,AJP,1,4115,20065,VSE,2102,369,1100,2105,1,00:00.0,309.99,95.3815
3692,0304-0000010479,BOL,1,1,1,AJP,1,4102,20067,VSE,2102,369,1100,2105,1,00:00.0,259.99,79.9969
3693,0304-0000010480,BOL,1,1,1,AJP,1,4113,20047,VSE,2102,369,1100,2105,1,00:00.0,30.43,9.3631
3694,0304-0000010481,BOL,1,1,1,AJP,1,4105,20017,VSE,2102,369,1100,2105,1,00:00.0,27.982,8.6098
3695,0304-0000010482,BOL,1,1,1,AJP,1,4114,20035,VSE,2102,369,1100,2105,1,00:00.0,144.5,44.4615
3696,0304-0000010483,BOL,1,1,1,AJP,1,4112,20054,VSE,2102,369,1100,2105,1,00:00.0,204,62.7692
3697,0304-0000010484,BOL,1,1,1,AJP,1,4110,20058,VSE,2102,369,1100,2105,1,00:00.0,200.26,61.6185
3698,0304-0000010485,BOL,1,1,1,AJP,1,4101,20057,VSE,2102,369,1100,2105,1,00:00.0,108.766,33.4665
3699,0304-0000010486,BOL,1,1,1,AJP,1,4104,20043,VSE,2102,369,1100,2105,1,00:00.0,10.5,3.2308
3700,0304-0000010488,BOL,1,1,1,AJP,1,4116,20027,VSE,2102,369,1100,2105,1,00:00.0,25.5,7.8462
3701,0304-0000010489,BOL,1,1,1,AJP,1,4176,20049,VSE,1100,1399,1100,1101,1,00:00.0,958.8,295.0154
3702,0304-0000010490,BOL,1,1,1,AJP,1,4178,20024,VSE,1100,1399,1100,1101,1,00:00.0,1359.966,418.4511
3703,0304-0000010491,BOL,1,1,1,AJP,1,4165,20017,VSE,1100,1399,1100,1101,1,00:00.0,958.766,295.0049
3704,0304-0000010492,BOL,1,1,1,AJP,1,4173,20004,VSE,1100,1399,1100,1101,1,00:00.0,176.8,54.4
3705,0304-0000010493,BOL,1,1,1,AJP,1,4172,20019,VSE,1100,1399,1100,1101,1,00:00.0,1321.41,406.5877
3706,0304-0000010494,BOL,1,1,1,AJP,1,4164,20025,VSE,1100,1399,1100,1101,1,00:00.0,68.95,21.2154
3707,0304-0000010496,BOL,1,1,1,AJP,1,4109,20071,VSE,2102,369,1100,2105,1,00:00.0,637.5,196.1538
3708,0304-0000010497,BOL,1,1,1,AJP,1,4107,20024,VSE,2102,369,1100,2105,1,00:00.0,4251.7,1308.2154
3709,0304-0000010498,BOL,1,1,1,AJP,1,4118,20009,VSE,2102,369,1100,2105,1,00:00.0,2699.6,830.6462
3710,0304-0000010499,BOL,1,1,1,AJP,1,4115,20016,VSE,2102,369,1100,2105,1,00:00.0,2117.69,651.5969
3711,0304-0000010500,BOL,1,1,1,AJP,1,4102,20020,VSE,2102,369,1100,2105,1,00:00.0,2059,633.5385
3712,0304-0000010501,BOL,1,1,1,AJP,1,4113,20022,VSE,2102,369,1100,2105,1,00:00.0,1.7,0.5231
3713,0304-0000010502,BOL,1,1,1,AJP,1,4105,20032,VSE,2102,369,1100,2105,1,00:00.0,20.4,6.2769
3714,0304-0000010503,BOL,1,1,1,AJP,1,4114,20040,VSE,2102,369,1100,2105,1,00:00.0,292.4,89.9692
3715,0304-0000010504,BOL,1,1,1,AJP,1,4112,20044,VSE,2102,369,1100,2105,1,00:00.0,339.932,104.5945
3716,0304-0000010505,BOL,1,1,1,AJP,1,4110,20042,VSE,2102,369,1100,2105,1,00:00.0,169.966,52.2972
3717,0304-0000010506,BOL,1,1,1,AJP,1,4101,20052,VSE,2102,369,1100,2105,1,00:00.0,169.966,52.2972
3718,0304-0000010507,BOL,1,1,1,AJP,1,4104,20060,VSE,2102,369,1100,2105,1,00:00.0,146.2,44.9846
3719,0304-0000010508,BOL,1,1,1,AJP,1,4117,20059,VSE,2102,369,1100,2105,1,00:00.0,10.2,3.1385
3720,0304-0000010509,BOL,1,1,1,AJP,1,4116,20050,VSE,2102,369,1100,2105,1,00:00.0,10.2,3.1385
3721,0304-0000010510,BOL,1,1,1,AJP,1,4119,20049,VSE,2102,369,1100,2105,1,00:00.0,119,36.6154
3722,0304-0000010511,BOL,1,1,1,AJP,1,4109,20046,VSE,2102,369,1100,2105,1,00:00.0,86.7,26.6769
3723,0304-0000010512,BOL,1,1,1,AJP,1,4107,20041,VSE,2102,369,1100,2105,1,00:00.0,136,41.8462
3724,0304-0000010513,BOL,1,1,1,AJP,1,4118,20039,VSE,2102,369,1100,2105,1,00:00.0,83.3,25.6308
3725,0304-0000010514,BOL,1,1,1,AJP,1,4115,20038,VSE,2102,369,1100,2105,1,00:00.0,120.36,37.0338
3726,0304-0000010515,BOL,1,1,1,AJP,1,4102,20037,VSE,2102,369,1100,2105,1,00:00.0,185.3,57.0154
3727,0304-0000010516,BOL,1,1,1,AJP,1,4113,20033,VSE,2102,369,1100,2105,1,00:00.0,8.84,2.72
3728,0304-0000010517,BOL,1,1,1,AJP,1,4105,20031,VSE,2102,369,1100,2105,1,00:00.0,4.42,1.36
3729,0304-0000010518,BOL,1,1,1,AJP,1,4114,20028,VSE,2102,369,1100,2105,1,00:00.0,8.84,2.72
3730,0304-0000010519,BOL,1,1,1,AJP,1,4112,20025,VSE,2102,369,1100,2105,1,00:00.0,10.2,3.1385
3731,0304-0000010520,BOL,1,1,1,AJP,1,4110,20021,VSE,2102,369,1100,2105,1,00:00.0,20.4,6.2769
3732,0304-0000052353,BOL,1,1,1,AJP,1,4233,11006,VSE,1100,1418,1101,1104,1,00:00.0,45.6,14.0308
3733,0304-0000052354,BOL,1,1,1,AJP,1,4218,11060,VSE,1100,1418,1101,1104,1,00:00.0,559.99,172.3046
3734,0304-0000052355,BOL,1,1,1,AJP,1,4219,11053,VSE,1100,1418,1101,1104,1,00:00.0,125.766,38.6972
3735,0304-0000052357,BOL,1,1,1,AJP,1,4232,11026,VSE,1100,1418,1101,1104,1,00:00.0,401.166,123.4357
3736,0304-0000052358,BOL,1,1,1,AJP,1,4228,11029,VSE,1100,1418,1101,1104,1,00:00.0,408,125.5385
3737,0304-0000052359,BOL,1,1,1,AJP,1,4227,11067,VSE,1100,1418,1101,1104,1,00:00.0,169.966,52.2972
3738,0304-0000052360,BOL,1,1,1,AJP,1,4220,11046,VSE,1100,1418,1101,1104,1,00:00.0,169.966,52.2972
3739,0304-0000052361,BOL,1,1,1,AJP,1,4221,11063,VSE,1100,1418,1101,1104,1,00:00.0,146.2,44.9846
3740,0304-0000052362,BOL,1,1,1,AJP,1,4226,11010,VSE,1100,1418,1101,1104,1,00:00.0,3.4,1.0462
3741,0304-0000052363,BOL,1,1,1,AJP,1,4231,11073,VSE,1100,1418,1101,1104,1,00:00.0,10.2,3.1385
3742,0304-0000052364,BOL,1,1,1,AJP,1,4222,11022,VSE,1100,1418,1101,1104,1,00:00.0,1.7,0.5231
3743,0304-0000052365,BOL,1,1,1,AJP,1,4225,11035,VSE,1100,1418,1101,1104,1,00:00.0,30.94,9.52
3744,0304-0000052367,BOL,1,1,1,AJP,1,4224,11058,VSE,1100,1418,1101,1104,1,00:00.0,17.68,5.44
3745,0304-0000052368,BOL,1,1,1,AJP,1,4230,11068,VSE,1100,1418,1101,1104,1,00:00.0,10.2,3.1385
3746,0304-0000052369,BOL,1,1,1,AJP,1,4223,11013,VSE,1100,1418,1101,1104,1,00:00.0,120.36,37.0338
3747,0304-0000052370,BOL,1,1,1,AJP,1,4229,11020,VSE,1100,1418,1101,1104,1,00:00.0,86.7,26.6769
3748,0304-0000052371,BOL,1,1,1,AJP,1,4233,11044,VSE,1100,1418,1101,1104,1,00:00.0,83.3,25.6308
3749,0304-0000052372,BOL,1,1,1,AJP,1,4218,11038,VSE,1100,1418,1101,1104,1,00:00.0,10.2,3.1385
3750,0304-0000052373,BOL,1,1,1,AJP,1,4219,11002,VSE,1100,1418,1101,1104,1,00:00.0,10.2,3.1385
3751,0304-0000052374,BOL,1,1,1,AJP,1,4234,11054,VSE,1100,1418,1101,1104,1,00:00.0,119,36.6154
3752,0304-0000052375,BOL,1,1,1,AJP,1,4232,11041,VSE,1100,1418,1101,1104,1,00:00.0,185.3,57.0154
3753,0304-0000052376,BOL,1,1,1,AJP,1,4228,11042,VSE,1100,1418,1101,1104,1,00:00.0,136,41.8462
3754,0304-0000052377,BOL,1,1,1,AJP,1,4227,11021,VSE,1100,1418,1101,1104,1,00:00.0,169.966,52.2972
3755,0304-0000052378,BOL,1,1,1,AJP,1,4220,11066,VSE,1100,1418,1101,1104,1,00:00.0,146.2,44.9846
3756,0304-0000052379,BOL,1,1,1,AJP,1,4221,11072,VSE,1100,1418,1101,1104,1,00:00.0,98.566,30.328
3757,0304-0000052380,BOL,1,1,1,AJP,1,4226,11057,VSE,1100,1418,1101,1104,1,00:00.0,110.5,34
3758,0304-0000052381,BOL,1,1,1,AJP,1,4231,11050,VSE,1100,1418,1101,1104,1,00:00.0,144.5,44.4615
3759,0304-0000052382,BOL,1,1,1,AJP,1,4222,11016,VSE,1100,1418,1101,1104,1,00:00.0,144.5,44.4615
3760,0304-0000052383,BOL,1,1,1,AJP,1,4225,11001,VSE,1100,1418,1101,1104,1,00:00.0,139.4,42.8923
3761,0304-0000052384,BOL,1,1,1,AJP,1,4217,11031,VSE,1100,1418,1101,1104,1,00:00.0,476,146.4615
3762,0304-0000052385,BOL,1,1,1,AJP,1,4224,11070,VSE,1100,1418,1101,1104,1,00:00.0,55.2,16.9846
3763,0304-0000052386,BOL,1,1,1,AJP,1,4230,11071,VSE,1100,1418,1101,1104,1,00:00.0,168.3,51.7846
3764,0304-0000052387,BOL,1,1,1,AJP,1,4223,11065,VSE,1100,1418,1101,1104,1,00:00.0,87.04,26.7815
3765,0304-0000052388,BOL,1,1,1,AJP,1,4229,11009,VSE,1100,1418,1101,1104,1,00:00.0,169.966,52.2972
3766,0304-0000052389,BOL,1,1,1,AJP,1,4233,11014,VSE,1100,1418,1101,1104,1,00:00.0,108.766,33.4665
