IDVenta,CodigoProducto,Cantidad,Venta_MonNacional,Venta_MonExtranjera,Descuento_MonNacional,Descuento_MonExtranjera,Impuesto_MonNacional,Impuesto_MonExtranjera,Costo_MonNacional,Costo_MonExtranjera,Codigo_UnidadMedida,Codigo_UnidadMedida_Venta
5933,3034,1,46.3,14.2462,0,0,8.797,2.7068,8.334,2.5643,UNI,NULL
5934,1136,1,1866.6,574.3385,0,0,354.654,109.1243,1157.841,356.2588,UNI,NULL
5935,1098,1,1137.3,349.9385,0,0,216.087,66.4883,495.729,152.532,UNI,NULL
5936,1028,1,2228.7,685.7538,0,0,423.453,130.2932,1307.7225,402.3762,UNI,NULL
5937,1008,1,257.89,79.3508,0,0,48.9991,15.0766,151.3208,46.5602,UNI,NULL
5938,1064,1,408,125.5385,0,0,77.52,23.8523,239.4,73.6615,UNI,NULL
5939,1086,1,663,204,0,0,125.97,38.76,277.875,85.5,UNI,NULL
5940,1107,1,1019.966,313.8357,0,0,193.7935,59.6288,444.5852,136.7954,UNI,NULL
5941,2048,2,79.3,24.4,0,0,15.067,4.636,16.653,5.124,UNI,NULL
5942,1095,1,1291.49,397.3815,0,0,245.3831,75.5025,562.9377,173.2116,UNI,NULL
5943,1007,1,611.796,188.2449,0,0,116.2412,35.7665,358.9803,110.4555,UNI,NULL
5944,2117,1,709.24,218.2277,0,0,134.7556,41.4633,350.7609,107.9264,UNI,NULL
5945,1010,1,339.966,104.6049,0,0,64.5935,19.8749,199.4801,61.3785,UNI,NULL
5946,4018,1,26.69,8.2123,0,0,5.0711,1.5603,9.1727,2.8224,UNI,NULL
5947,1003,1,266.73,82.0708,0,0,50.6787,15.5934,156.5078,48.1562,UNI,NULL
5948,1085,1,775.472,238.6068,0,0,147.3397,45.3353,325.014,100.0043,UNI,NULL
5949,1096,1,2117.69,651.5969,0,0,402.3611,123.8034,923.0637,284.0196,UNI,NULL
5950,1043,1,452.404,139.2012,0,0,85.9568,26.4482,318.535,98.0108,UNI,NULL
5951,1017,1,1155.966,355.6818,0,0,219.6335,67.5795,678.2801,208.7016,UNI,NULL
5952,1001,1,304.3,93.6308,0,0,57.817,17.7898,178.5525,54.9392,UNI,NULL
5953,3015,1,47.5,14.6154,0,0,9.025,2.7769,9.975,3.0692,UNI,NULL
5954,1137,1,2973.3,914.8615,0,0,564.927,173.8237,1844.3205,567.4832,UNI,NULL
5955,1038,1,197.166,60.6665,0,0,37.4615,11.5266,115.6901,35.597,UNI,NULL
5956,1013,1,1445,444.6154,0,0,274.55,84.4769,847.875,260.8846,UNI,NULL
5957,3034,1,46.3,14.2462,0,0,8.797,2.7068,8.334,2.5643,UNI,NULL
5958,1136,1,1866.6,574.3385,0,0,354.654,109.1243,1157.841,356.2588,UNI,NULL
5959,1098,1,1137.3,349.9385,0,0,216.087,66.4883,495.729,152.532,UNI,NULL
5960,2019,1,19.99,5.985,0,0,3.7981,1.1372,8.9955,2.6933,UNI,NULL
5961,2063,1,16.9,5.0599,0,0,3.211,0.9614,4.056,1.2144,UNI,NULL
5962,4114,1,103.7,31.0479,0,0,19.703,5.8991,42.5933,12.7525,UNI,NULL
5963,4064,1,110.806,33.1754,0,0,21.0531,6.3033,30.6509,9.1769,UNI,NULL
5964,2024,1,69.99,20.9551,0,0,13.2981,3.9815,31.4955,9.4298,UNI,NULL
5965,2026,1,100,29.9401,0,0,19,5.6886,45,13.4731,UNI,NULL
5966,2025,1,79.99,23.9491,0,0,15.1981,4.5503,35.9955,10.7771,UNI,NULL
5967,3002,1,28.6,8.5629,0,0,5.434,1.6269,6.006,1.7982,UNI,NULL
5968,1082,1,1737.06,520.0778,0,0,330.0414,98.8148,728.0325,217.9738,UNI,NULL
5969,1003,1,266.73,79.8593,0,0,50.6787,15.1733,156.5078,46.8586,UNI,NULL
5970,2147,1,4500,1347.3054,675,202.0958,855,255.988,2970,889.2216,UNI,NULL
5971,1148,1,8499.966,2544.9,1274.9949,381.735,1614.9935,483.531,5272.4789,1578.5865,UNI,NULL
5972,1009,1,523.43,156.7156,0,0,99.4517,29.776,307.1303,91.9552,UNI,NULL
5973,2072,1,9.99,2.991,0,0,1.8981,0.5683,3.4965,1.0469,UNI,NULL
5974,3030,1,77.6,23.2335,0,0,14.744,4.4144,31.816,9.5257,UNI,NULL
5975,4087,-1,-93.33,-27.9431,0,0,-17.7327,-5.3092,35.987,10.7746,UNI,NULL
5976,4018,1,26.69,7.991,0,0,5.0711,1.5183,9.1727,2.7463,UNI,NULL
5977,2007,1,32.6,9.7605,0,0,6.194,1.8545,14.67,4.3922,UNI,NULL
5978,4132,1,4.42,1.3234,0,0,0.8398,0.2514,1.4079,0.4215,UNI,NULL
5979,4061,1,268.6,80.4192,0,0,51.034,15.2796,74.2995,22.2454,UNI,NULL
5980,1037,1,271.558,81.3048,0,0,51.596,15.4479,159.3407,47.7068,UNI,NULL
5981,4029,1,101.966,30.5287,0,0,19.3735,5.8004,35.0433,10.492,UNI,NULL
5982,4040,1,87.38,26.1617,0,0,16.6022,4.9707,24.1709,7.2368,UNI,NULL
5983,4043,1,144.5,43.2635,0,0,27.455,8.2201,39.9713,11.9675,UNI,NULL
5984,2058,1,29.99,8.979,0,0,5.6981,1.706,7.1976,2.155,UNI,NULL
5985,4121,1,146.2,43.7725,0,0,27.778,8.3168,46.569,13.9428,UNI,NULL
5986,1047,1,809,242.2156,0,0,153.71,46.021,566.3,169.5509,UNI,NULL
5987,4007,1,299.2,89.5808,0,0,56.848,17.0204,102.828,30.7868,UNI,NULL
5988,1007,1,611.796,183.1725,0,0,116.2412,34.8028,358.9803,107.4791,UNI,NULL
5989,2083,1,78.5,23.503,0,0,14.915,4.4656,14.915,4.4656,UNI,NULL
5990,1076,1,642.26,192.2934,0,0,122.0294,36.5357,269.1825,80.5936,UNI,NULL
5991,1075,1,642.26,192.2934,0,0,122.0294,36.5357,269.1825,80.5936,UNI,NULL
5992,1023,1,3059.966,916.1575,458.9949,137.4236,581.3935,174.0699,1795.4801,537.5689,UNI,NULL
5993,1020,1,917.966,274.8401,0,0,174.4135,52.2196,538.6301,161.2665,UNI,NULL
5994,4123,1,86.7,25.9581,0,0,16.473,4.932,27.6165,8.2684,UNI,NULL
5995,4125,1,83.3,24.9401,0,0,15.827,4.7386,26.5335,7.9442,UNI,NULL
5996,2015,1,59,17.6647,0,0,11.21,3.3563,26.55,7.9491,UNI,NULL
5997,4060,1,151.266,45.2892,0,0,28.7405,8.6049,41.8428,12.5278,UNI,NULL
5998,1077,1,424.966,127.2353,0,0,80.7435,24.1747,178.1108,53.3266,UNI,NULL
5999,3042,1,79.45,23.7874,0,0,15.0955,4.5196,14.301,4.2817,UNI,NULL
6000,2056,1,39.6,11.8563,0,0,7.524,2.2527,9.504,2.8455,UNI,NULL
6001,1002,1,256.666,76.8461,0,0,48.7665,14.6007,150.6026,45.0906,UNI,NULL
6002,4128,1,169.966,50.888,0,0,32.2935,9.6687,54.1392,16.2093,UNI,NULL
6003,4098,1,108.766,32.5647,0,0,20.6655,6.1873,41.9389,12.5566,UNI,NULL
6004,1057,1,401.166,120.1096,0,0,76.2215,22.8208,235.3901,70.4761,UNI,NULL
6005,2016,1,68.9,20.6287,0,0,13.091,3.9195,31.005,9.2829,UNI,NULL
6006,2071,1,26.6,7.9641,0,0,5.054,1.5132,6.384,1.9114,UNI,NULL
6007,4088,1,85,25.4491,0,0,16.15,4.8353,32.775,9.8129,UNI,NULL
6008,4032,1,100.81,30.1826,0,0,19.1539,5.7347,27.8858,8.349,UNI,NULL
6009,2080,1,45.6,13.6527,0,0,8.664,2.594,8.664,2.594,UNI,NULL
6010,3013,1,59.3,17.7545,0,0,11.267,3.3734,12.453,3.7284,UNI,NULL
6011,1004,1,229.5,68.7126,0,0,43.605,13.0554,134.6625,40.3181,UNI,NULL
6012,3018,1,66.5,19.9102,0,0,12.635,3.7829,11.97,3.5838,UNI,NULL
6013,4115,1,32.3,9.6707,0,0,6.137,1.8374,13.2668,3.9721,UNI,NULL
6014,4131,1,4.42,1.3234,0,0,0.8398,0.2514,1.4079,0.4215,UNI,NULL
6015,1135,1,1904,570.0599,0,0,361.76,108.3114,1181.04,353.6048,UNI,NULL
6016,2104,1,56.3,16.8563,0,0,10.697,3.2027,10.697,3.2027,UNI,NULL
6017,2037,1,115.6,34.6108,0,0,21.964,6.576,52.02,15.5749,UNI,NULL
6018,3014,1,42.3,12.6647,0,0,8.037,2.4063,8.883,2.6596,UNI,NULL
6019,1027,1,3739.456,1119.5976,560.9184,167.9396,710.4966,212.7235,2194.1808,656.9404,UNI,NULL
6020,4045,1,101.966,30.5287,0,0,19.3735,5.8004,28.2056,8.4448,UNI,NULL
6021,2051,1,71.85,21.512,0,0,13.6515,4.0873,30.177,9.035,UNI,NULL
6022,4008,1,339.966,101.7862,0,0,64.5935,19.3394,116.8383,34.9815,UNI,NULL
6023,2068,1,15.6,4.6707,0,0,2.964,0.8874,3.744,1.121,UNI,NULL
6024,2067,1,51.45,15.4042,0,0,9.7755,2.9268,12.348,3.697,UNI,NULL
6025,3036,1,49.7,14.8802,0,0,9.443,2.8272,8.946,2.6784,UNI,NULL
6026,4056,1,144.5,43.2635,0,0,27.455,8.2201,39.9713,11.9675,UNI,NULL
6027,2113,1,801.856,240.0766,0,0,152.3526,45.6146,475.8645,142.4744,UNI,NULL
6028,3017,1,61.5,18.4132,0,0,11.685,3.4985,11.07,3.3144,UNI,NULL
6029,1011,1,271.966,81.4269,0,0,51.6735,15.4711,159.5801,47.7785,UNI,NULL
6030,4041,1,82.586,24.7263,0,0,15.6913,4.698,22.8447,6.8397,UNI,NULL
6031,1062,1,782,234.1317,0,0,148.58,44.485,458.85,137.3802,UNI,NULL
6032,4066,1,101.66,30.4371,0,0,19.3154,5.7831,28.121,8.4195,UNI,NULL
6033,4068,1,135.66,40.6168,0,0,25.7754,7.7172,37.526,11.2353,UNI,NULL
6034,1074,1,679.966,203.5826,0,0,129.1935,38.6807,284.9858,85.3251,UNI,NULL
6035,1156,1,1019.966,305.379,0,0,193.7935,58.022,632.6789,189.4248,UNI,NULL
6036,1139,1,6048.26,1810.8563,907.239,271.6284,1149.1694,344.0627,3751.7001,1123.2635,UNI,NULL
6037,4031,1,96.9,29.012,0,0,18.411,5.5123,33.3023,9.9707,UNI,NULL
6038,2034,1,78.6,23.5329,0,0,14.934,4.4713,35.37,10.5898,UNI,NULL
6039,1146,1,6459.966,1934.1216,968.9949,290.1182,1227.3935,367.4831,4007.0789,1199.7242,UNI,NULL
6040,2134,1,2059,616.4671,0,0,391.21,117.1287,1358.94,406.8683,UNI,NULL
6041,1016,1,1087.966,325.7383,0,0,206.7135,61.8903,638.3801,191.1318,UNI,NULL
6042,1058,1,578,173.0539,0,0,109.82,32.8802,339.15,101.5419,UNI,NULL
6043,4096,1,108.766,32.5647,0,0,20.6655,6.1873,41.9389,12.5566,UNI,NULL
6044,4100,1,156.366,46.8162,0,0,29.7095,8.8951,60.2929,18.0518,UNI,NULL
6045,4080,1,191.42,57.3114,0,0,36.3698,10.8892,73.8093,22.0986,UNI,NULL
6046,4082,1,169.966,50.888,0,0,32.2935,9.6687,65.5369,19.6218,UNI,NULL
6047,4077,1,236.3,70.7485,0,0,44.897,13.4422,91.1145,27.2798,UNI,NULL
6048,4087,1,93.33,27.9431,0,0,17.7327,5.3092,35.987,10.7746,UNI,NULL
6049,4099,1,160.99,48.2006,0,0,30.5881,9.1581,62.0759,18.5856,UNI,NULL
6050,4093,1,204,61.0778,0,0,38.76,11.6048,78.66,23.5509,UNI,NULL
6051,4084,1,135.966,40.7084,0,0,25.8335,7.7346,52.4269,15.6967,UNI,NULL
6052,4091,1,169.966,50.888,0,0,32.2935,9.6687,65.5369,19.6218,UNI,NULL
6053,4094,1,108.766,32.5647,0,0,20.6655,6.1873,41.9389,12.5566,UNI,NULL
6054,4095,1,101.966,30.5287,0,0,19.3735,5.8004,39.3169,11.7715,UNI,NULL
6055,4089,1,108.766,32.5647,0,0,20.6655,6.1873,41.9389,12.5566,UNI,NULL
6056,4097,1,102,30.5389,0,0,19.38,5.8024,39.33,11.7754,UNI,NULL
6057,4083,2,149.532,44.7701,0,0,28.4111,8.5063,28.8289,8.6314,UNI,NULL
6058,4079,1,164.73,49.3204,0,0,31.2987,9.3709,63.518,19.0174,UNI,NULL
6059,4075,1,125.766,37.6545,0,0,23.8955,7.1543,48.4939,14.5191,UNI,NULL
6060,3038,1,42.17,12.6257,0,0,8.0123,2.3989,7.5906,2.2726,UNI,NULL
6061,3054,1,19.6,5.8683,0,0,3.724,1.115,8.82,2.6407,UNI,NULL
6062,1051,1,506.6,151.6766,0,0,96.254,28.8186,297.255,88.9985,UNI,NULL
6063,1100,1,1191.7,356.7964,0,0,226.423,67.7913,519.441,155.5213,UNI,NULL
6064,1107,1,1019.966,305.379,0,0,193.7935,58.022,444.5852,133.1093,UNI,NULL
6065,3045,1,55.2,16.5269,0,0,10.488,3.1401,9.936,2.9749,UNI,NULL
6066,4007,1,299.2,89.5808,0,0,56.848,17.0204,102.828,30.7868,UNI,NULL
6067,4008,1,339.966,101.7862,0,0,64.5935,19.3394,116.8383,34.9815,UNI,NULL
6068,4009,1,509.966,152.6844,0,0,96.8935,29.01,175.2633,52.474,UNI,NULL
6069,4005,1,186.966,55.9778,0,0,35.5235,10.6358,64.2558,19.2383,UNI,NULL
6070,4006,1,251.6,75.3293,0,0,47.804,14.3126,86.469,25.8889,UNI,NULL
6071,4004,1,149.6,44.7904,0,0,28.424,8.5102,51.414,15.3934,UNI,NULL
6072,4003,1,408,122.1557,0,0,77.52,23.2096,140.22,41.982,UNI,NULL
6073,2019,1,19.99,5.985,0,0,3.7981,1.1372,8.9955,2.6933,UNI,NULL
6074,2024,1,69.99,20.9551,0,0,13.2981,3.9815,31.4955,9.4298,UNI,NULL
6075,2025,1,79.99,23.9491,0,0,15.1981,4.5503,35.9955,10.7771,UNI,NULL
6076,2026,1,100,29.9401,0,0,19,5.6886,45,13.4731,UNI,NULL
6077,2037,1,115.6,34.6108,0,0,21.964,6.576,52.02,15.5749,UNI,NULL
6078,3019,1,74.15,22.2006,0,0,14.0885,4.2181,13.347,3.9961,UNI,NULL
6079,4016,1,76.5,22.9042,0,0,14.535,4.3518,26.2913,7.8716,UNI,NULL
6080,3035,1,59.66,17.8623,0,0,11.3354,3.3938,10.7388,3.2152,UNI,NULL
6081,3044,1,45.21,13.5359,0,0,8.5899,2.5718,8.1378,2.4365,UNI,NULL
6082,1028,1,2228.7,667.2754,0,0,423.453,126.7823,1307.7225,391.5337,UNI,NULL
6083,1003,1,266.73,79.8593,0,0,50.6787,15.1733,156.5078,46.8586,UNI,NULL
6084,1147,1,4251.7,1272.9641,637.755,190.9446,807.823,241.8632,2637.3045,789.6121,UNI,NULL
6085,1148,1,8499.966,2544.9,1274.9949,381.735,1614.9935,483.531,5272.4789,1578.5865,UNI,NULL
6086,1009,1,523.43,156.7156,0,0,99.4517,29.776,307.1303,91.9552,UNI,NULL
6087,2054,1,46.5,13.9222,0,0,8.835,2.6452,19.53,5.8473,UNI,NULL
6088,2055,1,29.85,8.9371,0,0,5.6715,1.6981,12.537,3.7536,UNI,NULL
6089,2053,1,39.99,11.9731,0,0,7.5981,2.2749,16.7958,5.0287,UNI,NULL
6090,2052,1,38.5,11.5269,0,0,7.315,2.1901,16.17,4.8413,UNI,NULL
6091,3015,1,47.5,14.2216,0,0,9.025,2.7021,9.975,2.9865,UNI,NULL
6092,2057,1,41.2,12.3353,0,0,7.828,2.3437,9.888,2.9605,UNI,NULL
6093,2007,1,32.6,9.7605,0,0,6.194,1.8545,14.67,4.3922,UNI,NULL
6094,4137,1,3.4,1.018,0,0,0.646,0.1934,1.083,0.3243,UNI,NULL
6095,3048,1,65.2,19.521,0,0,12.388,3.709,29.34,8.7844,UNI,NULL
6096,3025,1,89.5,26.7964,0,0,17.005,5.0913,36.695,10.9865,UNI,NULL
6097,3034,1,46.3,13.8623,0,0,8.797,2.6338,8.334,2.4952,UNI,NULL
6098,3017,1,61.5,18.4132,0,0,11.685,3.4985,11.07,3.3144,UNI,NULL
6099,1127,1,173.366,51.906,0,0,32.9395,9.8621,75.5672,22.6249,UNI,NULL
6100,1146,1,6459.966,1934.1216,968.9949,290.1182,1227.3935,367.4831,4007.0789,1199.7242,UNI,NULL
6101,1055,1,509.966,152.6844,0,0,96.8935,29.01,299.2301,89.5899,UNI,NULL
6102,1069,1,2480.3,742.6048,0,0,471.257,141.0949,1039.5375,311.2388,UNI,NULL
6103,1068,1,1359.966,407.1754,0,0,258.3935,77.3633,569.9858,170.6544,UNI,NULL
6104,1059,1,442,132.3353,0,0,83.98,25.1437,259.35,77.6497,UNI,NULL
6105,1058,1,578,173.0539,0,0,109.82,32.8802,339.15,101.5419,UNI,NULL
6106,1037,1,271.558,81.3048,0,0,51.596,15.4479,159.3407,47.7068,UNI,NULL
6107,1027,1,3739.456,1119.5976,560.9184,167.9396,710.4966,212.7235,2194.1808,656.9404,UNI,NULL
6108,1031,1,3059.83,916.1168,458.9745,137.4175,581.3677,174.0622,1795.4003,537.545,UNI,NULL
6109,1030,1,1903.966,570.0497,0,0,361.7535,108.3094,1117.1801,334.4851,UNI,NULL
6110,1003,1,266.73,79.8593,0,0,50.6787,15.1733,156.5078,46.8586,UNI,NULL
6111,1010,1,339.966,101.7862,0,0,64.5935,19.3394,199.4801,59.7246,UNI,NULL
6112,1017,1,1155.966,346.0976,0,0,219.6335,65.7585,678.2801,203.0779,UNI,NULL
6113,1020,1,917.966,274.8401,0,0,174.4135,52.2196,538.6301,161.2665,UNI,NULL
6114,1019,1,1407.498,421.4066,0,0,267.4246,80.0672,825.8702,247.2665,UNI,NULL
6115,1088,1,1220.6,365.4491,0,0,231.914,69.4353,511.575,153.1662,UNI,NULL
6116,1093,1,198.56,59.4491,0,0,37.7264,11.2953,83.22,24.9162,UNI,NULL
6117,1101,1,426.7,127.7545,0,0,81.073,24.2734,185.991,55.6859,UNI,NULL
6118,1102,1,1137.3,340.509,0,0,216.087,64.6967,495.729,148.4219,UNI,NULL
6119,1109,1,783.7,234.6407,0,0,148.903,44.5817,341.601,102.2757,UNI,NULL
6120,1131,1,2699.6,808.2635,0,0,512.924,153.5701,1674.546,501.3611,UNI,NULL
6121,1133,1,2548.3,762.9641,0,0,484.177,144.9632,1580.6955,473.2621,UNI,NULL
6122,1138,1,2556.766,765.4988,0,0,485.7855,145.4448,1585.9469,474.8344,UNI,NULL
6123,1142,1,8500,2544.9102,1275,381.7365,1615,483.5329,5272.5,1578.5928,UNI,NULL
6124,2010,1,35.6,10.6587,0,0,6.764,2.0251,16.02,4.7964,UNI,NULL
6125,2018,1,96.42,28.8683,0,0,18.3198,5.485,43.389,12.9907,UNI,NULL
6126,2021,1,24.5,7.3353,0,0,4.655,1.3937,11.025,3.3009,UNI,NULL
6127,2045,1,46.65,13.9671,0,0,8.8635,2.6537,19.593,5.8662,UNI,NULL
6128,2048,1,39.65,11.8713,0,0,7.5335,2.2555,16.653,4.9859,UNI,NULL
6129,2050,1,59.99,17.9611,0,0,11.3981,3.4126,25.1958,7.5437,UNI,NULL
6130,2058,1,29.99,8.979,0,0,5.6981,1.706,7.1976,2.155,UNI,NULL
6131,2060,1,61.5,18.4132,0,0,11.685,3.4985,14.76,4.4192,UNI,NULL
6132,2064,1,21.1,6.3174,0,0,4.009,1.2003,5.064,1.5162,UNI,NULL
6133,2068,1,15.6,4.6707,0,0,2.964,0.8874,3.744,1.121,UNI,NULL
6134,2079,1,36.9,11.0479,0,0,7.011,2.0991,7.011,2.0991,UNI,NULL
6135,2080,1,45.6,13.6527,0,0,8.664,2.594,8.664,2.594,UNI,NULL
6136,2100,1,45.6,13.6527,0,0,8.664,2.594,8.664,2.594,UNI,NULL
6137,2105,1,38.54,11.5389,0,0,7.3226,2.1924,7.3226,2.1924,UNI,NULL
6138,2107,1,288.048,86.2419,0,0,54.7291,16.386,170.9525,51.1834,UNI,NULL
6139,2134,1,2059,616.4671,0,0,391.21,117.1287,1358.94,406.8683,UNI,NULL
6140,2135,1,1999,598.503,0,0,379.81,113.7156,1319.34,395.012,UNI,NULL
6141,2136,1,1980,592.8144,0,0,376.2,112.6347,1306.8,391.2575,UNI,NULL
6142,2141,1,2000,598.8024,0,0,380,113.7725,1320,395.2096,UNI,NULL
6143,2144,1,2059,616.4671,0,0,391.21,117.1287,1358.94,406.8683,UNI,NULL
6144,2146,1,3740,1119.7605,561,167.9641,710.6,212.7545,2468.4,739.0419,UNI,NULL
6145,4139,4,6.8,2.0359,0,0,1.292,0.3868,0.5415,0.1621,UNI,NULL
6146,4134,4,40.8,12.2156,0,0,7.752,2.321,3.249,0.9728,UNI,NULL
6147,4133,4,40.8,12.2156,0,0,7.752,2.321,3.249,0.9728,UNI,NULL
6148,4132,3,13.26,3.9701,0,0,2.5194,0.7543,1.4079,0.4215,UNI,NULL
6149,4131,4,17.68,5.2934,0,0,3.3592,1.0057,1.4079,0.4215,UNI,NULL
6150,4130,3,13.26,3.9701,0,0,2.5194,0.7543,1.4079,0.4215,UNI,NULL
6151,4137,2,6.8,2.0359,0,0,1.292,0.3868,1.083,0.3243,UNI,NULL
6152,4128,2,339.932,101.776,0,0,64.5871,19.3375,54.1392,16.2093,UNI,NULL
6153,4122,2,339.932,101.776,0,0,64.5871,19.3375,54.1392,16.2093,UNI,NULL
6154,4120,3,438.6,131.3174,0,0,83.334,24.9503,46.569,13.9428,UNI,NULL
6155,4136,3,357,106.8862,0,0,67.83,20.3084,37.905,11.3488,UNI,NULL
6156,4135,1,10.2,3.0539,0,0,1.938,0.5802,3.249,0.9728,UNI,NULL
6157,4138,1,3.4,1.018,0,0,0.646,0.1934,1.083,0.3243,UNI,NULL
6158,4127,1,185.3,55.479,0,0,35.207,10.541,59.0235,17.6717,UNI,NULL
6159,4126,1,120.36,36.0359,0,0,22.8684,6.8468,38.3382,11.4785,UNI,NULL
6160,3041,1,123.5,36.976,0,0,23.465,7.0254,22.23,6.6557,UNI,NULL
6161,4008,2,679.932,203.5725,0,0,129.1871,38.6788,116.8383,34.9815,UNI,NULL
6162,4012,1,84.966,25.4389,0,0,16.1435,4.8334,29.2008,8.7428,UNI,NULL
6163,4027,1,74.766,22.385,0,0,14.2055,4.2531,25.6953,7.6932,UNI,NULL
6164,4034,1,142.8,42.7545,0,0,27.132,8.1234,39.501,11.8266,UNI,NULL
6165,4035,1,135.966,40.7084,0,0,25.8335,7.7346,37.6106,11.2607,UNI,NULL
6166,4040,1,87.38,26.1617,0,0,16.6022,4.9707,24.1709,7.2368,UNI,NULL
6167,4042,1,101.966,30.5287,0,0,19.3735,5.8004,28.2056,8.4448,UNI,NULL
6168,1053,1,474.3,142.006,0,0,90.117,26.9811,278.3025,83.3241,UNI,NULL
6169,1017,1,1155.966,346.0976,0,0,219.6335,65.7585,678.2801,203.0779,UNI,NULL
6170,1072,1,510,152.6946,0,0,96.9,29.012,213.75,63.997,UNI,NULL
6171,1078,1,510,152.6946,0,0,96.9,29.012,213.75,63.997,UNI,NULL
6172,1080,1,581.366,174.0617,0,0,110.4595,33.0717,243.6608,72.9523,UNI,NULL
6173,1084,1,958.766,287.0557,0,0,182.1655,54.5406,401.8358,120.3101,UNI,NULL
6174,1094,1,958.8,287.0659,0,0,182.172,54.5425,417.924,125.1269,UNI,NULL
6175,1115,1,323,96.7066,0,0,61.37,18.3743,140.79,42.1527,UNI,NULL
6176,1121,1,176.8,52.9341,0,0,33.592,10.0575,77.064,23.0731,UNI,NULL
6177,1136,1,1866.6,558.8623,0,0,354.654,106.1838,1157.841,346.659,UNI,NULL
6178,1137,1,2973.3,890.2096,0,0,564.927,169.1398,1844.3205,552.1918,UNI,NULL
6179,1141,1,4080,1221.5569,612,183.2335,775.2,232.0958,2530.8,757.7246,UNI,NULL
6180,1143,1,6378.366,1909.6904,956.7549,286.4536,1211.8895,362.8412,3956.4629,1184.5697,UNI,NULL
6181,4137,2,20.4,6.1078,0,0,3.876,1.1605,1.083,0.3243,UNI,NULL
6182,4120,2,20.4,6.1078,0,0,3.876,1.1605,46.569,13.9428,UNI,NULL
6183,4128,3,13.26,3.9701,0,0,2.5194,0.7543,54.1392,16.2093,UNI,NULL
6184,4127,3,13.26,3.9701,0,0,2.5194,0.7543,59.0235,17.6717,UNI,NULL
6185,4126,2,8.84,2.6467,0,0,1.6796,0.5029,38.3382,11.4785,UNI,NULL
6186,4125,1,169.966,50.888,0,0,32.2935,9.6687,26.5335,7.9442,UNI,NULL
6187,4124,2,292.4,87.5449,0,0,55.556,16.6335,43.32,12.9701,UNI,NULL
6188,4123,2,238,71.2575,0,0,45.22,13.5389,27.6165,8.2684,UNI,NULL
6189,4122,1,146.2,43.7725,0,0,27.778,8.3168,54.1392,16.2093,UNI,NULL
6190,4138,1,169.966,50.888,0,0,32.2935,9.6687,1.083,0.3243,UNI,NULL
6191,4136,2,370.6,110.9581,0,0,70.414,21.082,37.905,11.3488,UNI,NULL
6192,4121,1,120.36,36.0359,0,0,22.8684,6.8468,46.569,13.9428,UNI,NULL
6193,4129,3,249.9,74.8204,0,0,47.481,14.2159,54.1392,16.2093,UNI,NULL
6194,4135,1,136,40.7186,0,0,25.84,7.7365,3.249,0.9728,UNI,NULL
6195,2151,1,559.99,167.6617,0,0,106.3981,31.8557,369.5934,110.6567,UNI,NULL
6196,2155,1,546.856,163.7293,0,0,103.9026,31.1086,302.54,90.5808,UNI,NULL
6197,2159,1,199.99,59.8772,0,0,37.9981,11.3767,131.9934,39.519,UNI,NULL
6198,3021,2,251.2,75.2096,0,0,47.728,14.2898,22.608,6.7689,UNI,NULL
6199,3024,1,205.5,61.5269,0,0,39.045,11.6901,36.99,11.0749,UNI,NULL
6200,3025,1,89.5,26.7964,0,0,17.005,5.0913,36.695,10.9865,UNI,NULL
6201,3030,1,77.6,23.2335,0,0,14.744,4.4144,31.816,9.5257,UNI,NULL
6202,3035,1,59.66,17.8623,0,0,11.3354,3.3938,10.7388,3.2152,UNI,NULL
6203,3044,1,45.21,13.5359,0,0,8.5899,2.5718,8.1378,2.4365,UNI,NULL
6204,4018,1,26.69,7.991,0,0,5.0711,1.5183,9.1727,2.7463,UNI,NULL
6205,4053,1,113.9,34.1018,0,0,21.641,6.4793,31.5068,9.4332,UNI,NULL
6206,4056,1,144.5,43.2635,0,0,27.455,8.2201,39.9713,11.9675,UNI,NULL
6207,4066,1,101.66,30.4371,0,0,19.3154,5.7831,28.121,8.4195,UNI,NULL
6208,4067,1,67.66,20.2575,0,0,12.8554,3.8489,18.716,5.6036,UNI,NULL
6209,4068,1,135.66,40.6168,0,0,25.7754,7.7172,37.526,11.2353,UNI,NULL
6210,4075,1,125.766,37.6545,0,0,23.8955,7.1543,48.4939,14.5191,UNI,NULL
6211,4102,1,39.1,11.7066,0,0,7.429,2.2243,16.0598,4.8083,UNI,NULL
6212,4105,1,67.83,20.3084,0,0,12.8877,3.8586,27.8602,8.3414,UNI,NULL
6213,4111,1,40.8,12.2156,0,0,7.752,2.321,16.758,5.0174,UNI,NULL
6214,4112,1,37.4,11.1976,0,0,7.106,2.1275,15.3615,4.5993,UNI,NULL
6215,4104,1,67.83,20.3084,0,0,12.8877,3.8586,27.8602,8.3414,UNI,NULL
6216,1030,1,1903.966,570.0497,0,0,361.7535,108.3094,1117.1801,334.4851,UNI,NULL
6217,1007,1,611.796,183.1725,0,0,116.2412,34.8028,358.9803,107.4791,UNI,NULL
6218,1041,1,234.6,70.2395,0,0,44.574,13.3455,137.655,41.2141,UNI,NULL
6219,1069,1,2480.3,742.6048,0,0,471.257,141.0949,1039.5375,311.2388,UNI,NULL
